Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-10-05 00:00:00-04:00,195.5835916126837,196.4905328743732,193.98194656521528,196.3843994140625,6090500,0.0,0.0
2020-10-06 00:00:00-04:00,196.9343794838534,197.88958068369107,192.68907026262093,193.40304565429688,5841100,0.0,0.0
2020-10-07 00:00:00-04:00,194.89857272632588,195.66079333984402,192.95924074330568,195.35205078125,6713400,0.0,0.0
2020-10-08 00:00:00-04:00,196.82824630593788,197.11770255380026,195.12046769367072,195.84410095214844,3955600,0.0,0.0
2020-10-09 00:00:00-04:00,196.8282388614864,199.79996109725428,196.51948161614936,199.37542724609375,5562900,0.0,0.0
2020-10-12 00:00:00-04:00,199.6648687369297,200.6586571231347,198.49740073246062,199.1438446044922,6622700,0.0,0.0
2020-10-13 00:00:00-04:00,196.2300222267968,197.9956889165476,195.89232086076547,197.13697814941406,5621700,0.0,0.0
2020-10-14 00:00:00-04:00,197.51330637590823,197.7641606233829,194.05916160871197,195.09153747558594,5320000,0.0,0.0
2020-10-15 00:00:00-04:00,193.94331692175786,197.50359418404778,190.653209565518,192.53465270996094,8885500,0.0,0.0
2020-10-16 00:00:00-04:00,192.95922918495324,195.52570399793157,192.39961768851774,193.2197265625,6385900,0.0,0.0
2020-10-19 00:00:00-04:00,193.78899572798517,194.0012626651194,189.5919168701611,190.04539489746094,7449600,0.0,0.0
2020-10-20 00:00:00-04:00,190.60501982523076,192.64084215858674,189.79455403852654,190.74974060058594,7427000,0.0,0.0
2020-10-21 00:00:00-04:00,190.8751580141355,193.37410132746112,190.8751580141355,191.4540557861328,6067200,0.0,0.0
2020-10-22 00:00:00-04:00,192.3320720742057,192.74696280654058,188.87792748282587,191.029541015625,4908200,0.0,0.0
2020-10-23 00:00:00-04:00,192.72763184064956,192.85306629968423,189.1287670429307,191.04879760742188,5877200,0.0,0.0
2020-10-26 00:00:00-04:00,189.1094880311729,189.51472088169984,184.01511116404,186.28250122070312,12608700,0.0,0.0
2020-10-27 00:00:00-04:00,186.21495584537033,186.89034393246263,182.56784545271583,183.37831115722656,8690400,0.0,0.0
2020-10-28 00:00:00-04:00,177.51204940523985,178.20673847595035,173.03517246196972,174.51138305664062,17809500,0.0,0.0
2020-10-29 00:00:00-04:00,176.56650395686898,180.42588109253825,173.0351703443663,178.37075805664062,16820900,0.0,0.0
2020-10-30 00:00:00-04:00,176.23845272284223,177.74360738432222,172.92902931817633,175.3218536376953,10252900,0.0,0.0
2020-11-02 00:00:00-05:00,178.02342127427946,180.3486996330968,177.4252225033669,178.24534606933594,8057100,0.0,0.0
2020-11-03 00:00:00-05:00,180.26188599221874,182.86696299962296,178.65059756644516,181.7187957763672,6467900,0.0,0.0
2020-11-04 00:00:00-05:00,186.10878443957264,189.95851783471844,184.79659582828899,187.15081787109375,8102700,0.0,0.0
2020-11-05 00:00:00-05:00,191.38649196529266,193.9240368676131,190.35410162687123,190.69180297851562,7132100,0.0,0.0
2020-11-06 00:00:00-05:00,190.41200920947927,192.66008324512683,188.55949538542436,191.4926300048828,6180500,0.0,0.0
2020-11-09 00:00:00-05:00,207.14244109729086,209.99837220101958,204.81716262160128,205.20309448242188,17916900,0.0,0.0
2020-11-10 00:00:00-05:00,204.48912673098332,206.53459217022936,203.14799358919055,205.8109588623047,7943600,0.0,0.0
2020-11-11 00:00:00-05:00,204.71101528578552,206.74683736678847,204.22859313125738,205.22238159179688,5337200,0.0,0.0
2020-11-12 00:00:00-05:00,204.30437374847986,205.3769650903623,200.1589619239022,201.2412109375,7302500,0.32,0.0
2020-11-13 00:00:00-05:00,202.83564655913813,204.15947029564234,200.3136078183234,203.3864288330078,6377500,0.0,0.0
2020-11-16 00:00:00-05:00,207.33860380106526,207.84106822948704,204.69094152783123,205.5316162109375,12083200,0.0,0.0
2020-11-17 00:00:00-05:00,203.46373478620785,204.9421697665628,202.4394611129726,203.6086883544922,7268800,0.0,0.0
2020-11-18 00:00:00-05:00,202.6520475275747,204.03384679330873,200.67113338749084,200.82574462890625,6977900,0.0,0.0
2020-11-19 00:00:00-05:00,200.25565898580214,201.69543397305486,198.60328245482913,200.5745391845703,5657200,0.0,0.0
2020-11-20 00:00:00-05:00,200.1493342453708,201.09630227417583,196.94121741068966,197.0088653564453,9653500,0.0,0.0
2020-11-23 00:00:00-05:00,197.801179761161,201.95626373426603,197.801179761161,201.1445770263672,6101900,0.0,0.0
2020-11-24 00:00:00-05:00,203.74392383510093,206.61382985826705,202.34278004512018,202.61334228515625,10110800,0.0,0.0
2020-11-25 00:00:00-05:00,202.60373832779945,204.80689700621062,201.83069683223374,203.78262329101562,6772900,0.0,0.0
2020-11-27 00:00:00-05:00,204.85519886468822,204.88418662836068,201.77270554151315,203.88890075683594,3512900,0.0,0.0
2020-11-30 00:00:00-05:00,202.47808940708902,203.44438746900886,199.6371854904568,203.26080322265625,7725500,0.0,0.0
2020-12-01 00:00:00-05:00,204.98081820968082,206.46891077821354,203.92754208747985,204.0821533203125,8047900,0.0,0.0
2020-12-02 00:00:00-05:00,203.88889861711138,204.27541195838043,201.4538232824077,203.09652709960938,9728900,0.0,0.0
2020-12-03 00:00:00-05:00,202.7100217243886,203.9952000141941,200.6131565392974,201.038330078125,9203300,0.0,0.0
2020-12-04 00:00:00-05:00,202.67136410367715,205.55092824645178,201.48280685216247,205.51226806640625,5720100,0.0,0.0
2020-12-07 00:00:00-05:00,204.82624639437395,207.27097984892615,204.66197745707876,205.4833221435547,10624500,0.0,0.0
2020-12-08 00:00:00-05:00,202.87429060330902,205.94712634142,202.81631507430419,205.59925842285156,8646200,0.0,0.0
2020-12-09 00:00:00-05:00,206.04372073353386,206.30462532494457,201.90796642648908,202.51673889160156,6251100,0.0,0.0
2020-12-10 00:00:00-05:00,201.48282161543418,202.2462054096146,200.2652912564809,200.6131591796875,10492000,0.0,0.0
2020-12-11 00:00:00-05:00,198.43899006200166,199.91742506228118,197.60797305740653,199.28933715820312,9227600,0.0,0.0
2020-12-14 00:00:00-05:00,200.84505878488866,204.17878416150614,199.99471176911115,200.26527404785156,11967700,0.0,0.0
2020-12-15 00:00:00-05:00,201.51177140518962,202.38144842158425,199.211992271674,201.3378448486328,9796100,0.0,0.0
2020-12-16 00:00:00-05:00,201.45382987756437,202.0819325083628,200.15899392293028,201.25091552734375,7504400,0.0,0.0
2020-12-17 00:00:00-05:00,201.9563128093774,204.6426204796232,201.81137398508125,204.06283569335938,6517200,0.0,0.0
2020-12-18 00:00:00-05:00,203.90822608778282,204.83586399272602,202.7969744429684,204.18844604492188,13298200,0.0,0.0
2020-12-21 00:00:00-05:00,201.2508912897188,202.7293260699998,197.88816358851636,201.9659423828125,7576700,0.0,0.0
2020-12-22 00:00:00-05:00,201.36688011678987,201.3765377906982,198.6709146423389,198.90281677246094,7396200,0.0,0.0
2020-12-23 00:00:00-05:00,200.34253437747998,200.34253437747998,198.19735197768827,198.38095092773438,6523100,0.0,0.0
2020-12-24 00:00:00-05:00,199.6758557167301,201.7823934204192,199.63721027705202,201.6664276123047,3367900,0.0,0.0
2020-12-28 00:00:00-05:00,202.77765134536713,206.2659878897146,201.9079742551237,205.46395874023438,5816200,0.0,0.0
2020-12-29 00:00:00-05:00,207.37724156547856,207.98601410356565,206.3432954925077,207.14532470703125,6093400,0.0,0.0
2020-12-30 00:00:00-05:00,208.7203903779066,212.96243846293527,208.38218014383054,211.0008544921875,8875100,0.0,0.0
2020-12-31 00:00:00-05:00,211.03950303049106,212.41165933296662,208.91365012023095,211.35838317871094,5922200,0.0,0.0
2021-01-04 00:00:00-05:00,212.82716926402196,212.82716926402196,207.01972264344437,210.42108154296875,10318300,0.0,0.0
2021-01-05 00:00:00-05:00,209.01994873535446,211.09749858736288,206.4399344655782,207.28060913085938,6869700,0.0,0.0
2021-01-06 00:00:00-05:00,206.59449333605642,208.88461463378974,204.92280210264724,205.45425415039062,7206200,0.0,0.0
2021-01-07 00:00:00-05:00,205.04846168047501,207.96668618208807,205.04846168047501,206.6042022705078,10967900,0.0,0.0
2021-01-08 00:00:00-05:00,206.95205870050427,208.83633701375373,205.57991719176522,208.1889190673828,6513000,0.0,0.0
2021-01-11 00:00:00-05:00,206.74912537477204,207.61878767193963,205.31899372695617,205.71517944335938,7353100,0.0,0.0
2021-01-12 00:00:00-05:00,205.1837275413366,205.61855872158975,200.47786068400382,201.82101440429688,9331600,0.0,0.0
2021-01-13 00:00:00-05:00,202.35245488731493,203.88886507120066,201.5987436746715,202.2944793701172,6688500,0.0,0.0
2021-01-14 00:00:00-05:00,203.47339328582493,204.09182346573235,194.9313070736468,195.0569305419922,12887500,0.0,0.0
2021-01-15 00:00:00-05:00,194.74770265636843,196.40973648318572,193.67511123027748,194.7960205078125,8755000,0.0,0.0
2021-01-19 00:00:00-05:00,196.20683174493442,197.28908089642613,193.32726754140745,194.86367797851562,9772000,0.0,0.0
2021-01-20 00:00:00-05:00,196.18749822474342,200.20730178077946,195.41445681096133,199.0670623779297,12675700,0.0,0.0
2021-01-21 00:00:00-05:00,199.1057448028353,200.18799405631935,197.84955420816115,198.22640991210938,6513500,0.0,0.0
2021-01-22 00:00:00-05:00,197.11514089576323,198.40997672021723,194.9989458461272,195.21153259277344,7316200,0.0,0.0
2021-01-25 00:00:00-05:00,193.58815854855635,194.84434903222214,189.15285379144626,194.2065887451172,19282400,0.0,0.0
2021-01-26 00:00:00-05:00,194.9602992544128,196.6320055826786,194.19693024337622,195.20187377929688,9605300,0.0,0.0
2021-01-27 00:00:00-05:00,190.9791535300132,192.9697252322449,187.42318364341259,188.39913940429688,13772400,0.0,0.0
2021-01-28 00:00:00-05:00,193.25960587029982,195.1922019290028,191.49127870724203,191.5395965576172,11041300,0.0,0.0
2021-01-29 00:00:00-05:00,191.15308006247568,196.20681454340794,186.31191757948827,186.73709106445312,21503000,0.0,0.0
2021-02-01 00:00:00-05:00,188.56341510506297,192.49625554248084,188.44746404857236,191.67489624023438,12970700,0.0,0.0
2021-02-02 00:00:00-05:00,194.08101286266563,197.46305679782606,193.25965343773868,195.7816925048828,11305100,0.0,0.0
2021-02-03 00:00:00-05:00,196.226167789195,196.65132657979618,194.2065934972778,194.57379150390625,13458600,0.0,0.0
2021-02-04 00:00:00-05:00,196.39045938626245,202.61340765949683,196.2551782225952,202.19790649414062,14534800,0.0,0.0
2021-02-05 00:00:00-05:00,202.90329768133626,203.0482512621853,201.6277916882015,201.7340850830078,10284000,0.0,0.0
